question_id,question_content_sha256,sample_id,source_index,category,resolved_evidence_count,unresolved_evidence_count,complete_evaluable,evidence_episodes,flat_complete,tiered_complete,flat_any,tiered_any,flat_delivered,tiered_delivered,flat_chars,tiered_chars,tiered_recency,tiered_k,tiered_coverage,tiered_dropped,tiered_evidence_delivered,tiered_evidence_tiers,flat_evidence_delivered,flat_best_evidence_rank,flat_worst_evidence_rank,flat_budget_chars,tiered_budget_chars
0bc653c71fc0bb2ec100caf3f7339e25be745089496b83b0714204418565176a,a298322bf63a582c25c3df7f191e87d0af27aeefe534daf86a0da197f872db4f,conv-42,239,5,1,0,True,1,True,True,True,True,115,113,31961,31994,32,72,9,18,1,k,1,44,44,32000,32000
135ccaa9603ec1da81f3878d83ce95b5dbc16cfdf8eb8fe4302765a6cb1ed84e,89d9aa2e2ce7fca39e104f98beb4782c6d901138dd02f0130842a4b96a1b2d99,conv-42,240,5,1,0,True,1,True,False,True,False,116,110,31992,31999,32,78,0,136,0,,1,1,1,32000,32000
5d644411d4a41d93ac2907ed9eac1e1a682059247af92bd6e4e3a127133149a5,802757affa1e72d74d6607d41b704123c9e3250c6f02e28035ea7fb65e3b8103,conv-42,241,5,1,0,True,1,True,False,True,False,106,105,31986,31977,32,73,0,44,0,,1,13,13,32000,32000
e9c63ced0340bd817dd7be830a9347897aab5183063263ff56f55fdc7c6e9c42,a95af0b86cd6380c5f2fbc60847aff585d473fe13afb33e293918047777071b1,conv-42,242,5,1,0,True,1,True,False,True,False,119,110,31980,31954,32,78,0,133,0,,1,87,87,32000,32000
b71e303ae95c45d11b8c842df4b5c71f2596da21a4dce43a69bfa06821e959f7,9864433beb8df75921c4ccbda6283d78ef5082ba8540104700e81fe6d5b61be3,conv-42,243,5,1,0,True,1,True,False,True,False,113,109,31907,31957,32,77,0,133,0,,1,10,10,32000,32000
a84b33aad124230fe21ea1896e005b145fbae3b1ddc2d0e1e3e05d3a7b6c61d1,ce41e63e7d6823b905fec1f42f9ad808cc952dd4f7e9b9a4a792baf7f26e8615,conv-42,244,5,1,0,True,1,True,False,True,False,109,106,31921,31990,32,74,0,110,0,,1,27,27,32000,32000
78691a4175a5c0bb57b434c6173304f1b8c10d1b19ce71e41ecb02ca10a71976,0099eaa9c89ece884dc3dc88ee3a30fbdb1b769afe79f043cc14515b749e3be9,conv-42,245,5,1,0,True,1,True,False,True,False,120,114,31929,31942,32,82,0,78,0,,1,25,25,32000,32000
5166849138818a8578140493278deb56868b48555f33c7132c8357bc8dda83d2,552a4760e324d1d8481e66ed23155fe73f14a22b68e8526263ce06bd225ed4ae,conv-42,246,5,1,0,True,1,True,True,True,True,100,102,31999,31994,32,70,0,23,1,k,1,3,3,32000,32000
6e1630011f8e82c3be2fff0ec228b0c99b7d4f871e9a7411482cd714d25d6018,843f6f7ed5edfd39c44eea8e0196ace36adcf8d1aee41ca2c9ff57a40bf4d5e3,conv-42,247,5,1,0,True,1,True,True,True,True,113,109,31922,31998,32,33,44,25,1,k,1,3,3,32000,32000
c649d5ba56979eb505454d6ddd805d40d5a02728260b67b43c25de015d7b54ef,6f2ef4998ad226cd32d03b614d61bed8ee4fce372f48333d9c55b99b863ad266,conv-42,248,5,1,0,True,1,True,False,True,False,102,108,31943,31999,32,76,0,134,0,,1,1,1,32000,32000
c65161011be683e107a7eca1f55bdff4a0f0b6779544673af25547b8f8567f6f,b0cfd317ba54bb4481efff7746c62c2c5461a4da2478212964869dc2e501e22c,conv-42,249,5,1,0,True,1,True,False,True,False,113,115,31987,32000,32,83,0,75,0,,1,2,2,32000,32000
5ce4400d641bd5ff4eb93c35ed6c78b8ee2c6da8a98e0c52dc15a5e191a2a76b,6d25ae232a9fd58702b4a9f7bde1e20ebaffb49acce7a019d06f1f407635ea43,conv-42,250,5,1,0,True,1,True,True,True,True,115,114,31944,31967,32,82,0,17,1,recency,1,1,1,32000,32000
95f82fd3e2cd9e5d9f93022be1d5388e0d8da8ef2ae7720a8d6906f516935be9,53f60a4132f5bf1cc7e762ba003b1c265bf684c48ddf44377152add2787b5c8f,conv-42,251,5,1,0,True,1,True,True,True,True,111,110,31991,31934,32,30,48,23,1,k,1,1,1,32000,32000
0b657f211a0710f7851c8eb5063848f77812e247f322deb8fcf805381ca37f12,7fe9622f6d21578c2f5d158f59c10dce02331fb72ad39161fae6ebb6d581bb7a,conv-42,252,5,1,0,True,1,True,True,True,True,115,112,31947,31910,32,80,0,45,1,recency,1,1,1,32000,32000
5048a5abd5b6815036a3355ea150fbfea525827a5904890e4ce75ad4f1009735,7ca1755ebb847570cf15b3609cb951b977465086309ec068b376eed396977dd8,conv-42,253,5,1,0,True,1,True,True,True,True,108,109,31948,31967,32,77,0,68,1,recency,1,39,39,32000,32000
0848a9f4a23f21d7335d6b0d8fa419d8f462ffd57d88e5f5fbad97a649580b01,427246a9169da418e06eb426cd830dec926d061b7d7a0c3a0f373cbf17967406,conv-42,254,5,1,0,True,1,True,True,True,True,94,100,31923,31964,32,68,0,47,1,recency,1,1,1,32000,32000
2b2ff65baf67a22177bfb015dc300396b735a345366ce0aec67433a1d4be35cb,9c362baee940608aed4bbf7ab22895bbd01c00726f8a5b0a44d887dbf69a91a7,conv-42,255,5,1,0,True,1,True,True,True,True,112,114,31990,31992,32,82,0,78,1,recency,1,11,11,32000,32000
9f6d9aae6065a33e54154fbe4b5a7a86873414e6a9244be1d260f80eced2d7ae,7b30c955ce420d170081f4dace7a10312a99ba4138ce5d418026750e3cb58773,conv-42,256,5,1,0,True,1,True,True,True,True,116,113,31999,31855,32,81,0,22,1,recency,1,1,1,32000,32000
c1d04c5442c943f79ba67831d344796e950927c27c86d4472be3f5a930940a06,a9b5a984aae43ba9a8edfb1e830dc64e3f82a2a8669fd3573664d99dca330318,conv-42,257,5,1,0,True,1,True,True,True,True,111,109,31971,31981,32,77,0,23,1,recency,1,2,2,32000,32000
039a1abc8b84f9fc3c486c36c89ce018d124cff5e311439dc7734b86786c139c,64d15e7adf1301362b23b4c347980fe5f574faf0f2dfae3d3847f321853407b6,conv-42,258,5,1,0,True,1,True,True,True,True,107,106,31994,31926,32,25,49,20,1,recency,1,1,1,32000,32000
ba87951197610fb428ff07e96f2223b694035fcc1d525d006584e8676655a8a3,203e3c9bf6d532dc440dbd3d594992bb4231af8a4d7cc5c2cbeb00b703434e25,conv-42,259,5,1,0,True,1,True,True,True,True,108,106,31995,31991,32,74,0,58,1,recency,1,16,16,32000,32000
18672216f347e70bf361793e67b2c52466f89f941e3da5c493872f69221ab3b1,671bb4ca497b3603e394b9b70719af4c821c70c05f9c33e9acd264d38c187120,conv-47,0,3,1,0,True,1,True,True,True,True,115,120,31934,31976,32,61,27,20,1,k,1,26,26,32000,32000
127c54353fad90c9169f95326b94ad11bd99a2b0f9b085fcedb3c2946e9c48bc,97d9b3bd60216137b54f4d8176c9ea48cb1a14d4b6541e9c5caec395c6155679,conv-47,1,2,1,0,True,1,True,True,True,True,103,105,31912,31988,32,73,0,24,1,k,1,17,17,32000,32000
24e2129ee8d5254d4dc1d71d604ce5a0244536ca52a3ea86165a736f18024a49,caab4238fe0fb497c54ed9bc9a7f4ed2505ae3909fbda89f7a63c63bb56d6589,conv-47,2,1,4,0,True,3,True,False,True,True,121,109,31997,31959,32,77,0,145,1,k,3,11,118,32000,32000
36fc62efe714a0605a8183cf4bbd8d91eafa458babf7955450c5056bdb669e78,ea7e3a199608c6b3fb537f51a3c323163130c23ae82fda7ab232859a0a8efca8,conv-47,3,1,2,0,True,2,True,True,True,True,121,117,31922,31985,32,85,0,72,2,k,2,15,16,32000,32000
539afd11d3c0888f4dff8df35e178fc4317237e05f49440a96d77263f9dc272b,23ddfe994925c0c168ccbec24cdfdc18f89c45ca1d35d345740b0e8c3db7d4fe,conv-47,4,2,1,0,True,1,True,True,True,True,99,99,31984,31895,32,3,64,28,1,coverage,1,8,8,32000,32000
7c4bfb5e3709ca346f7d39ce50e991b1b950a57a3f32fbc58e2c2f88528a32e9,3df207f35c0691b61f67cdb792a011792b1af131744e619fc69cf196e7d51464,conv-47,5,1,2,0,True,2,True,True,True,True,104,108,31968,31997,32,76,0,146,2,k,2,5,44,32000,32000
98f714e2745c993f6f7f662f880b345d5ff63a7ac64550acee026c8966a60554,a0755b3dfe3c59d0c24c4fc878431ea864c329b2abb937fefb35caf77896af89,conv-47,6,3,1,0,True,1,True,True,True,True,120,119,31924,31963,32,11,76,23,1,coverage,1,28,28,32000,32000
cba0ae46eb932820c6a0279fc89d4cceda47d76a8a244bb54195d64aff2b87dc,e4e1ed868924c787de32b0b4678b186f40858f23d874868eba0b1a50f873e0e5,conv-47,7,3,1,0,True,1,True,True,True,True,114,114,31956,31958,32,12,70,18,1,k,1,4,4,32000,32000
35f9fbc184908b9f77c60c50dc954326220362497fd335175abe7f38beda8a84,77b6c75b9aea21b4f4acd896f7244e169041d6295041c014ef0484589627b1cd,conv-47,8,1,3,0,True,3,True,True,True,True,123,123,31956,31993,32,65,26,16,3,k,3,16,23,32000,32000
d1a2ac1006cb3091aea3f32e80588bbdcd1c0a9cd3c0a5b5db17e5e2014c6425,e2707a62189595656d6dd608ab40bc57e9aedc04a87350d16fb0c4f611e16fa1,conv-47,9,1,2,0,True,2,True,True,True,True,123,121,31971,31929,32,85,4,15,2,k,2,16,17,32000,32000
862ddeb92308647f4ecfb80d706360bc437d6f7749714fb6e2496f062948a7a1,8dc4aafeca2e284b2360490e3d73e5358682ce472363ab873caab2588692419f,conv-47,10,2,1,0,True,1,True,True,True,True,117,116,31994,31984,32,38,46,20,1,k,1,3,3,32000,32000
a0c552bf3d74a2dfd73ed0f7b3c39acac518147f311d6b839e38df0160aa4d62,48b13c143ac16e4fb888bcd8b3d7dbabcfe9391b83330d22763a75de1bd58e8e,conv-47,11,2,1,0,True,1,True,False,True,False,111,114,31997,31965,32,22,60,20,0,,1,105,105,32000,32000
94e9604346a5fd37820858ae4993f82a0933f809d49a471f16a8335a34eea9e3,3a1c81dcfe5eb15f6f1f5b50efdb85899084cb9b6234714b549399602c3f1054,conv-47,12,3,1,0,True,1,False,False,False,False,118,115,31915,31980,32,41,42,22,0,,0,139,139,32000,32000
13b27e57d2509d7544bf2c139d6439900f7bb3a5538768330cccd4e10da7a577,73b1c144a5797352806d4244f06beceb4b693393439725a35e9a1731423cbe8d,conv-47,13,2,1,0,True,1,True,True,True,True,117,115,31925,31871,32,13,70,22,1,k,1,16,16,32000,32000
8cc8f6c478642e2eb615d4e9c02f16ba0e542aa3da47d29869df0d9e7027f009,d74d9b74636fba442311d36c65ef7f9a0b30516e6c7e1d0ff02b7f523231e83b,conv-47,14,2,1,0,True,1,True,True,True,True,104,105,31996,31973,32,72,1,24,1,k,1,1,1,32000,32000
13168332ee1c1bdf76e9723905af7a6fea17ff4354d31596284ad05e57f04b05,bf6ac3a7e5a909eec4b68d1d176204bb6e4f68ec690a6b031cbb82c703937b77,conv-47,15,2,1,0,True,1,True,True,True,True,98,99,31987,31981,32,12,55,23,1,coverage,1,45,45,32000,32000
f3d0a5898c6e8026e24e99c66b55e2318caf38502819f3456b9a251c5cb1ec32,3bba539f9a6b1e05e63de6f4718a8ece228bb81ce95593b39eaf5c9b8b835512,conv-47,16,3,1,0,True,1,True,False,True,False,102,106,31927,31930,32,74,0,147,0,,1,1,1,32000,32000
69a35d16d2931a759e2f772f4a064c892aef79e222cd776aa567bcf9cff6852a,2d5258edf182dbc1b87bfaacb33b73361475f3640e31610d2f3721647e5b0067,conv-47,17,3,1,0,True,1,True,True,True,True,105,108,31946,31937,32,76,0,65,1,k,1,1,1,32000,32000
80b0ad6a162115cef3905129956478a40f12e41f11e142ff8ccc3b7f65a23219,5f2b8f887bf03be4c76aa3a90b6217fa2801a2e3dab01e9a7856f892fc3083d6,conv-47,18,1,2,0,True,2,True,False,True,True,117,111,31994,31958,32,79,0,139,1,k,2,19,28,32000,32000
48e3e4d10f4b058e6401826744e4b579928cd11cfbea203ed8dc6e6747d79926,4abefb020714cff9a60ae8e12721403a6ce1a11fadd2b12a5132d620379dc042,conv-47,19,3,1,0,True,1,True,True,True,True,114,111,31972,31918,32,79,0,64,1,k,1,77,77,32000,32000
4cbc6cbb44f9661f687619ccd4cd2b565d8114afede985faa29b0235d39c39bb,c330a2113fef4cd48061c143472148e45ca673d3816ee60368a5b09e4d70a1d1,conv-47,20,1,2,0,True,2,True,True,True,True,95,97,31933,31935,32,11,54,23,2,coverage|recency,2,2,45,32000,32000
f4f17d364c506e51f53cc1b34baddf9f68f5ce394ec6eb140e0732b2ae2d77b7,401b79b01a207fa93442343fb99f27d1ad5bf1e58cd97754a1b93cb44a489ce2,conv-47,21,2,1,0,True,1,True,True,True,True,92,97,31992,31951,32,23,42,20,1,k,1,27,27,32000,32000
ea5bd84ccd9eaf4cbe6a349d3d869962fad9114cd10e1e2f2f90d3d82be0b823,757a5339d32190c46b33de9b720d2260972f62e7e97babddc827fd1603665feb,conv-47,22,1,3,0,True,3,True,True,True,True,100,99,31968,31903,32,9,58,25,3,coverage|k|recency,3,2,26,32000,32000
f674d2ee066bc1cde0f851fff46ceb75be3bf0eac30668535b7d3cd0a642839e,a8c362a92262103a1d805c52aa7d7876a2dd8a1abbadffa2f9686ae0103478c2,conv-47,23,2,1,0,True,1,True,True,True,True,113,114,31927,31925,32,56,26,25,1,k,1,17,17,32000,32000
b32919131416fe5b56f45a863baa2e2e03c0c73500495f31dc2dce81102b0280,a70f346453aa4d24906b4755f056208e8820031297a30f9f21a9b166244abd8f,conv-47,24,1,3,0,True,3,True,False,True,True,94,103,31981,31984,32,71,0,69,2,k,3,4,46,32000,32000
5f971dcc43d8788ac57ac57317cf12a80e4b407d42aed11307f9ba6bd3e3c63e,c43660769626ed7fb7bc1884f2dd7b124f37aa2885ce3b617f669e38c53bcbab,conv-47,25,3,2,0,True,2,True,True,True,True,116,115,31944,31926,32,83,0,85,2,k,2,4,19,32000,32000
65cee02b5a549d5271ca85f32cf840eb9895ec2e41647fd6c51e72e85b998767,a5e05759a1c70fc0c99c433d12c8714c55d41e2563233852d2791b59c269be54,conv-47,26,1,4,0,True,4,True,True,True,True,117,115,31977,31993,32,29,54,24,4,k,4,1,22,32000,32000
5f4f61dd574b182246df363c8cc77259001b804826c6ef2e26989a862c499a21,81f83ed4fdd22cf7dec75682efecc4aa69af4d5f8385309ea6970b54bcfb3cdd,conv-47,27,1,2,0,True,2,True,False,True,True,114,116,31922,31958,32,84,0,55,1,k,2,11,29,32000,32000
8b66331d7d0a2ff18c362616f0441ce1ac80125fc6b6fe72f16d442b59e34f70,338395bbde00be5e0478691aefdf7f74ed16df54269e359d9957b06445796b54,conv-47,28,2,1,0,True,1,True,True,True,True,107,107,31947,31962,32,47,28,23,1,k,1,1,1,32000,32000
033389617e97e235302b11585d2d62d06b5379431ef1e1da31ec4a538b9d4dfe,fdfe497ebcad2a8171f25bcf21a88a9ce7d001c4a5d0321b8c150055311bcb43,conv-47,29,2,1,0,True,1,True,True,True,True,119,118,31981,31979,32,24,62,21,1,k,1,1,1,32000,32000
6825957a73afc533e8bb0b112303de34350b2ffcd3f911b4e255bfbf2ae1dd0f,26fd33300596da2d70a92de9d4a8a9a750406ab6743fd06dae1dd3e8cd83b421,conv-47,30,3,2,0,True,2,True,True,True,True,118,116,31986,31998,32,6,78,22,2,coverage|k,2,1,9,32000,32000
19a48a5e6c82b817f856647559721be872d2f6be6b6564bbb90466517fde3ce1,4d75ba533f730f974ad654413d32c5550aff7ea1d6f196f1ed1128ac12e3e77b,conv-47,31,2,2,0,True,2,True,True,True,True,113,112,31954,31928,32,11,69,21,2,k,2,1,3,32000,32000
c55bc907660613c94dfc75cdff5204f16023c381dfbc7eb7763e62edc26e2ca0,ae46ade2698bfc400cb81c7d198be928ca49f741ab439f0e5496c1a547f6f946,conv-47,32,2,1,0,True,1,True,True,True,True,118,114,32000,31976,32,25,57,24,1,coverage,1,44,44,32000,32000
841358e8d773b3a11a85363576315dd91b820b87ed10bab67d60c85769a60363,fdebd6c60f62ec9fe2adddf8745434320b50b101eeb5a82bd75b8bc4c935b654,conv-47,33,3,1,0,True,1,True,False,True,False,116,115,31988,31995,32,83,0,92,0,,1,18,18,32000,32000
873d89abef52715d41955c4ab50737755965569dd31921219143c8c477bb3bfc,75a0606c54e5c628f3bafff9b6db0fb877bc6647f622e1b9f8c200b0779dbb1d,conv-47,34,1,2,0,True,2,True,True,True,True,115,113,31990,31954,32,12,69,22,2,k,2,2,3,32000,32000
74f96fa5cda0f81f1bef73364289461da5f94e1a573eb8469a94cfb8be608863,e1d4824c9bb1bd7fa4cbd76a5583836f59d77b8fed709a02070f5bad417d718c,conv-47,35,3,1,0,True,1,True,True,True,True,115,114,31936,31903,32,15,67,21,1,k,1,3,3,32000,32000
9617e94e6792aa4099d6eb44d7153ed9b8f3f6ed8ea656fe44d9249a0c03ec03,a4cefd46cd7f577fb890a41e84b582a9d5ef61c2a667c5e3ddd6fc6a71282a18,conv-47,36,3,1,0,True,1,True,True,True,True,131,127,31935,31907,32,1,94,26,1,coverage,1,23,23,32000,32000
eea8880df2bec6d594d976271c226fe729f983feb0635080a14cd3ef9e092d9c,374be9117e73071f5eb249c3c42aaa91413bc62aebd0a30ed06f5ab7a2d3e732,conv-47,37,2,1,0,True,1,True,True,True,True,100,105,31998,31848,32,31,42,17,1,k,1,3,3,32000,32000
f14e773493bb70c33f7cad451646155d8ff4ec2ee236e21a15f1fe1a2c93ee72,29e4b7c855142832f8bbe2a2d37694aa1200f3cdf5bcb85bcf04ea6257256817,conv-47,38,1,2,1,False,2,True,True,True,True,104,108,31925,31988,32,23,53,22,2,coverage|k,2,1,50,32000,32000
3256d69d49294afac18a9c283666a89e956460410f5e12f828469bd70aa8a4ff,7d149f7c19fc5a29429a9694caafc42438f278f4d92f5d9b070ee5a92c3d81e7,conv-47,39,2,1,0,True,1,True,True,True,True,95,98,31934,31963,32,7,59,25,1,k,1,1,1,32000,32000
d1e308d0c25a042dca79e61405789395009797a9f09d09e17c18c745be4bcd18,de5298acb6f251c8777d6278f6c39d64250ab16befc384970de159f8ce66f98e,conv-47,40,1,4,0,True,4,False,False,True,True,116,114,31972,31963,32,82,0,39,2,k,2,1,272,32000,32000
38732cf6d01ae76d6b3c01583cd17c652763390b1ce295a4e3502f409a1f172a,764c4de8acc907b67861eddfb99cd076c5756f91de1f892edb6a52878abac79c,conv-47,41,2,1,0,True,1,True,True,True,True,121,121,31969,31969,32,74,15,18,1,k,1,35,35,32000,32000
b9b42c9148367439c3815e37080a8017116062bf782904735b5dd11c22954869,40e0ec63a7fb98030301202bfaa7507df32d7d1fdd9cb2c0895c1f54fe6f0d97,conv-47,42,2,1,0,True,1,True,True,True,True,113,111,31930,31879,32,57,22,21,1,k,1,1,1,32000,32000
15f6598bd6269657d95895c25792a4c08c957810a9b7076bbbce3011d649459a,35881850a8d5261d4c9cdb2ca668482d01efb01826ec12a3f1ab7f9f5be45629,conv-47,43,2,1,0,True,1,True,True,True,True,111,112,31933,31998,32,30,50,21,1,k,1,1,1,32000,32000
0de69a582f4908487262084ba364e78b4f93915460db4803f89f40717b26eda2,bcafca232628b6a7db6fa74a5fb6589c2c311e171f5ed91d82899c2a779a198e,conv-47,44,3,2,0,True,2,True,True,True,True,107,109,31992,31948,32,25,52,21,2,k,2,1,7,32000,32000
7f91ac24aa44b6099bb0e522c4091381953035991f07ba680da2f6373a94f46b,dab8ae7aaa4410543e60c35d32ac1c5cab7d0da6f00f0cefb16ee532481cd47f,conv-47,45,1,3,0,True,3,True,True,True,True,110,110,31986,31976,32,2,76,26,3,coverage|k,3,1,3,32000,32000
dc30824d53a1364d4c96fd96f14e0bca8bfacf23d51c48359e7799a9ea8a5645,aed3cee2a6369f68bd3e8f2233825a618b47a893480da5e11cf1995283c780d1,conv-47,46,2,1,0,True,1,True,True,True,True,114,117,31984,31908,32,78,7,22,1,k,1,4,4,32000,32000
c72c3bf1c7fb056ed8bf174ff19b81f0135dc7fc98d167989647158cb9d590f1,d8cb415db86d06cb5a678d967f7c44789a7967635960b449837f15a497b6b455,conv-47,47,2,1,0,True,1,True,True,True,True,120,118,31951,31985,32,35,51,22,1,k,1,2,2,32000,32000
76bc4a731506bac26244b2437bd6bb63e12068dd8fe0f754c0b8f662234ac696,b50c037dff432a48d72bfc799c3eed2a936c4e51bc7bb7be306eea4f85757cf2,conv-47,48,2,2,0,True,1,True,False,True,False,108,108,31960,31909,32,76,0,83,0,,1,1,1,32000,32000
1bf8cd1d64c28cdcbc9acb1e374675bd768b26491e241e06cb2c6867f29b7a3c,41df03bd1eb59675259199065c4a2e853435ce4f0b218e162849fba9d530f10c,conv-47,49,1,3,0,True,3,True,False,True,True,94,103,31954,31989,32,71,0,52,1,k,3,1,53,32000,32000
d9dfbabbc889129a614e076c581c6edc3abc0021c55c844b56bac5b2e4124acb,fd0da59edf42c34dce375086e0b5d9f10a9ebacfaaa908983543dd05e0fe788f,conv-47,50,2,1,0,True,1,True,True,True,True,105,106,31992,31917,32,17,57,23,1,k,1,1,1,32000,32000
fd5ad44e43efc75b2638598d74229647fdd7e3ed33dceb58e4b25b86d6e50f6c,adfc241a3d25e746565ebc17e3a2bfd1a14ba1818567bdf221b5db3eac056a32,conv-47,51,1,6,0,True,6,False,False,True,True,92,106,31994,31999,32,74,0,159,3,k|recency,4,3,243,32000,32000
c4643577b06522cec7b5c27245cd7f60ad138e44e83c4c1780518bdc971a30e8,7077883623421ec448d86bf2f76f62aae9cc92c500a78825e446ccd9f12346fd,conv-47,52,2,1,0,True,1,True,True,True,True,91,95,31987,31754,32,40,23,20,1,k,1,1,1,32000,32000
bc288faac117b881b882d4d677101ad05be7b1e9e29a5d44b65bfc80b7179ca8,b4fd0c62fdb747fe685c016fea5e9342b586df213b637d9492c63e152b51485d,conv-47,53,2,2,0,True,2,True,True,True,True,92,96,31940,31982,32,33,31,25,2,k,2,12,30,32000,32000
260aace10f5af4e07b963bd7dd63786228190f4d6c809554a128566bd89c8af6,139cb23fe210f1ab4a666302938dbcbad5aaec74f732151b033cc9c7204ee592,conv-47,54,1,2,0,True,2,True,False,True,False,88,95,31956,31911,32,63,0,32,0,,2,7,86,32000,32000
00f0390d17eafc419028159def46a7baf74b6c9e03c6eab414ae47dce568b0ac,b072e483e9de2b0595e8c3f83b6ec778908dedc6564edad2adc44f4909268fca,conv-47,55,2,1,0,True,1,True,True,True,True,84,93,31989,31991,32,49,12,18,1,k,1,1,1,32000,32000
3fc6ac3b3924e5279a3639b6b0b8cc73194c18ebda792236627550c7488fe2f1,b08a508b259e6052f934f87815cad2b2c67eb4f200839518b95eb1e5ea16a425,conv-47,56,1,2,0,True,2,True,True,True,True,114,111,31920,31946,32,59,20,24,2,k,2,1,2,32000,32000
52949ad9760fd61c1c8f41ad8910c9553d502d44223dfc6884d0395f28e0d6e4,fed1976d42edad456855e96b194289b84953d417422622e2ea0958d9763785db,conv-47,57,2,1,0,True,1,True,True,True,True,114,113,31955,31920,32,47,34,21,1,k,1,1,1,32000,32000
8c9f592b7b8e8c601a768086ca2bdb6de99999505d6f5a2801aa0429903ccc90,7eb3f431402b0c10af27a50bc7d2e51bebf5e9ac274e8707dd4841769d5a5dba,conv-47,58,2,1,0,True,1,True,True,True,True,95,100,31962,31994,32,49,19,21,1,k,1,1,1,32000,32000
4f4c02b939adffb0fd57997a0ef1dd2cee457e499c019ef7af7346e89e119213,a215025cdd1b9a6372c68c401668ac77b5886c7d8a4d39ff17e345260b080c8d,conv-47,59,2,1,0,True,1,True,True,True,True,95,98,31987,31831,32,42,24,22,1,recency,1,1,1,32000,32000
774d39a4f15358f2c320de771b71eccfac88a84c0d04e0e5049ba226f0c177cd,d4a7d4d139657a179610ce266d0fc2a771a4a38c673d4359ee2cc81a7855f769,conv-47,60,1,3,0,True,3,True,True,True,True,92,98,31937,31961,32,66,0,23,3,k|recency,3,1,5,32000,32000
2f69c606f63a5f81d8697a242e033ff27694186bf9ed40b888c9e2d5416fcd14,ecbfaa8d7c2b098ec150ae3e94ee396d19cd25ac53fc72c70c983937da1e5e34,conv-47,61,2,2,0,True,2,True,True,True,True,117,119,31984,31971,32,70,17,19,2,recency,2,1,115,32000,32000
334a363928543ca41bae1de0015f1f57061b3bafe41548fac567c8a77a5022fc,f9734c3303689f1f9c47321f271b5a1033b98aac7ebe31af68616033905c20be,conv-47,62,2,3,0,True,3,True,True,True,True,118,117,31984,31947,32,27,58,19,3,k|recency,3,1,9,32000,32000
b8e2307cd727d8c27c0f8170d65bade5bd24d921fa28f50570472302ad179d68,51cd29d0fd30e9542ed57e388d32440a3db827b4c0f27347b01280bbbb1e6a7a,conv-47,63,2,1,0,True,1,True,True,True,True,114,114,31911,31988,32,53,29,20,1,recency,1,2,2,32000,32000
ececce2b9ae0a2cbe754a6b5adb3c2ac488c0733be309fdf0368920eeabfcbe9,d8f3c2c72fe198440c9800cc4a99c74cb1e9ed36525bef4d95230e216e8e66d2,conv-47,64,2,3,0,True,3,False,True,True,True,95,99,31994,31932,32,16,51,16,3,k|recency,2,2,217,32000,32000
c34ed42ac4519fb049c6934e9693227b0ddf12eb0561bfab02d2fea201d2ddf1,dd505dd7a3e108c442df1d2dc2398506af51079d50c44b2574ab3dfb68771f60,conv-47,65,2,1,0,True,1,True,True,True,True,118,118,31931,31902,32,73,13,20,1,recency,1,2,2,32000,32000
e4c73ecf8635f7cc0194f763d03b8e8586c3aac825c799d501edda55b376b0ac,786deda109cc2006445688e909afa5381793d387117966284c07bc6076daef23,conv-47,66,2,1,0,True,1,True,True,True,True,83,96,31961,31979,32,64,0,45,1,recency,1,30,30,32000,32000
f3b861d3784865be53da2f4f3b6eac334d2dd0a121eb07ec78694db2e0d85103,6d7b967084ca7c61f1d35d07f3fe0423b214903b2527c6ed410050dab64676b4,conv-47,67,4,1,0,True,1,True,True,True,True,101,107,31970,31984,32,75,0,88,1,k,1,2,2,32000,32000
f706b175b028a35ebfaf206c88418d99f7c34518427ade77b5a01382ac731344,484f4befcc954e22d6f3c2c61405d840efb0e1a1031ebba86c5b61fe6a45d3cc,conv-47,68,4,1,0,True,1,True,True,True,True,107,106,31917,31938,32,74,0,186,1,k,1,9,9,32000,32000
f0963e712072e60a96a508dad73de16410e655fc2246443ba01e3296181aa684,8b2ed1c623498467621411909099b97eb989ad941cd0a2a1fe521e076817f1f8,conv-47,69,4,1,0,True,1,True,True,True,True,109,109,31985,32000,32,76,1,23,1,k,1,2,2,32000,32000
2b8561d0f387080e7fdf696189bfe4b85f976e26d18ba151ec121a922cf9a5d2,14eb14fad8e59c86993626fab7ab6dc10cd8e97ca88714a4189f68b421aeede2,conv-47,70,4,1,0,True,1,True,True,True,True,105,107,31968,31893,32,22,53,26,1,k,1,2,2,32000,32000
d10414cebe0b72b4d3a7000682beba7bfc1329d52edb2baa17595ca1e8a1d8cb,4a7cd8080fa4ebb21c43fdf5db7683be89def56f63b7a32c9f7c9c9988459fed,conv-47,71,4,1,0,True,1,True,True,True,True,118,107,31988,31954,32,75,0,148,1,k,1,1,1,32000,32000
0ee2e63d9e2ef9e95d86c4c08c9bd9639586f949ec588343833aeaa2fb292d46,9ceabfda042fa7fef52cf07269490ccad77608a783856d601281ae5d3195ab71,conv-47,72,4,2,0,True,2,True,True,True,True,107,108,31979,31989,32,19,57,26,2,k,2,3,8,32000,32000
4c000b5aeaea156342cdb9d37a67ca377507b12269b7aacc6b12e30a1f22e84a,665d831ce2a7316c5ece34cd4afbc7cb885ab300d5927dc956e45007ec8e0305,conv-47,73,4,1,0,True,1,True,True,True,True,103,104,31991,31926,32,5,67,26,1,k,1,4,4,32000,32000
